Time (msec),Volumetric Efficiency 2.5L (Calculated) (%),Throttle Opening Angle (%),Primary Wastegate Duty Cycle (%),Mass Airflow Sensor Voltage (V),Mass Airflow (g/s),Manifold Relative Pressure (psi),Manifold Absolute Pressure (psi),Knock Correction Advance (degrees),Intake Air Temperature (F),Injector Duty Cycle (%),Ignition Total Timing (degrees),Feedback Knock Correction (4-byte)* (degrees),Engine Speed (rpm),Engine Load (Calculated) (g/rev),Coolant Temperature (F),Battery Voltage (V),A/F Sensor #1 (AFR),A/F Learning #1 (%),A/F Correction #1 (%)
116670,33.89,3.14,0.00,1.28,3.58,-7.84,6.82,0.00,84,1.57,15.50,0.00,944,0.23,198,13.68,14.47,14.84,9.38
116989,35.72,3.14,0.00,1.26,3.70,-7.84,6.82,0.00,84,1.58,17.00,0.00,926,0.23,198,13.60,14.47,14.84,8.59
117308,33.80,3.14,0.00,1.26,3.56,-7.84,6.82,0.00,84,1.61,16.00,0.00,943,0.24,198,13.68,14.47,14.84,7.81
117628,35.27,3.14,0.00,1.26,3.61,-7.98,6.67,0.00,84,1.61,15.50,0.00,943,0.22,198,13.68,14.47,14.84,7.81
117946,34.31,3.14,0.00,1.26,3.54,-7.98,6.67,0.00,84,1.61,16.00,0.00,941,0.23,198,13.68,14.47,14.84,7.81
118265,35.54,3.14,0.00,1.26,3.58,-7.98,6.67,0.00,84,1.57,16.50,0.00,922,0.23,196,13.76,14.47,14.84,7.03
118583,33.69,3.14,0.00,1.26,3.54,-7.98,6.82,0.00,84,1.59,17.00,0.00,930,0.23,196,13.76,14.59,14.84,7.03
118903,35.28,3.14,0.00,1.26,3.53,-7.98,6.67,0.00,84,1.58,16.50,0.00,913,0.23,196,13.68,14.59,14.84,7.03
119221,34.14,3.14,0.00,1.26,3.46,-7.98,6.67,0.00,84,1.58,17.00,0.00,916,0.23,196,13.76,14.59,14.84,7.03
119539,35.26,3.14,0.00,1.26,3.58,-7.98,6.67,0.00,84,1.53,17.00,0.00,898,0.23,196,13.76,14.59,14.84,7.03
119858,34.68,3.14,0.00,1.24,3.37,-7.98,6.67,0.00,84,1.56,17.50,0.00,914,0.22,196,13.68,14.70,14.84,7.03
120177,34.11,3.14,0.00,1.26,3.49,-7.98,6.82,0.00,86,1.53,17.00,0.00,920,0.24,196,13.68,14.70,14.84,7.03
120496,35.18,3.14,0.00,1.24,3.49,-7.98,6.67,0.00,86,1.55,16.50,0.00,910,0.22,196,13.76,14.70,14.84,7.03
120814,34.05,3.14,0.00,1.26,3.42,-7.98,6.67,0.00,86,1.56,17.50,0.00,901,0.23,196,13.68,14.70,14.84,7.03
121133,34.49,2.75,0.00,1.24,3.51,-7.98,6.67,0.00,86,1.56,16.00,0.00,902,0.23,194,13.60,14.70,14.84,7.03
121452,35.43,3.14,0.00,1.26,3.42,-7.98,6.67,0.00,86,1.56,17.50,0.00,912,0.23,194,13.68,14.70,14.84,7.03
121771,35.13,3.14,0.00,1.26,3.58,-7.98,6.67,0.00,86,1.51,17.00,0.00,904,0.24,194,13.68,14.70,14.84,7.03
122090,34.38,3.14,0.00,1.24,3.46,-7.98,6.82,0.00,86,1.54,16.50,0.00,904,0.22,194,13.76,14.70,14.84,7.81
122409,33.24,3.14,0.00,1.26,3.39,-7.98,6.67,0.00,86,1.57,16.50,0.00,914,0.22,194,13.76,14.81,14.84,7.81
122728,29.08,2.35,0.00,1.20,2.92,-8.27,6.53,0.00,86,1.58,15.50,0.00,914,0.19,194,13.76,14.70,14.84,7.81
123046,32.69,2.35,0.00,1.20,3.06,-8.42,6.24,0.00,86,1.36,17.00,0.00,908,0.20,194,13.76,14.70,14.84,7.81
123365,33.79,2.35,0.00,1.24,3.30,-8.27,6.38,0.00,86,1.50,17.50,0.00,900,0.22,194,13.68,14.59,14.84,7.03
123684,34.26,2.35,0.00,1.20,3.15,-8.27,6.38,0.00,86,1.50,17.00,0.00,882,0.21,194,13.68,14.70,14.84,7.81
124003,32.43,2.35,0.00,1.20,3.06,-8.13,6.53,0.00,86,1.52,18.00,0.00,878,0.21,192,13.76,14.81,14.84,7.81
124320,32.62,2.35,0.00,1.24,3.26,-8.13,6.53,0.00,86,1.48,17.50,0.00,888,0.22,192,13.76,14.81,14.84,8.59
124640,34.44,2.75,0.00,1.22,3.23,-8.13,6.53,0.00,86,1.50,16.50,0.00,880,0.22,192,13.60,14.93,14.84,8.59
124958,33.35,2.75,0.00,1.24,3.15,-8.13,6.53,0.00,88,1.52,17.00,0.00,881,0.22,192,13.68,14.93,14.84,9.38
125277,32.28,2.75,0.00,1.22,3.28,-8.13,6.53,0.00,88,1.52,16.50,0.00,892,0.22,192,13.76,14.81,14.84,9.38
125595,35.33,2.75,0.00,1.22,3.30,-8.13,6.53,0.00,88,1.50,18.00,0.00,883,0.22,192,13.68,14.81,14.84,9.38
125914,33.56,2.75,0.00,1.26,3.32,-7.98,6.67,0.00,88,1.53,16.50,0.00,897,0.22,192,13.84,14.81,14.84,10.16
126232,33.98,2.75,0.00,1.24,3.42,-7.98,6.67,0.00,88,1.55,15.00,0.00,895,0.22,192,13.68,14.81,14.84,10.16
126551,32.06,2.75,0.00,1.22,3.23,-7.98,6.67,0.00,88,1.56,16.00,0.00,917,0.21,192,13.68,14.81,14.84,10.94
126870,33.08,2.75,0.00,1.26,3.44,-8.13,6.53,0.00,88,1.56,15.50,0.00,912,0.22,192,13.68,14.81,14.84,10.94
127190,34.16,2.75,0.00,1.24,3.26,-8.13,6.53,0.00,88,1.57,16.50,0.00,924,0.21,192,13.84,14.70,14.84,10.94
127508,32.82,2.75,0.00,1.26,3.39,-8.13,6.53,0.00,88,1.56,16.00,0.00,938,0.22,190,13.68,14.70,14.84,10.94
127828,33.83,2.75,0.00,1.22,3.35,-8.13,6.53,0.00,88,1.60,16.50,0.00,937,0.21,190,13.76,14.59,14.84,10.94
128146,32.71,2.75,0.00,1.24,3.30,-8.13,6.53,0.00,88,1.58,16.00,0.00,944,0.22,190,13.68,14.59,14.84,10.16
128465,34.08,2.75,0.00,1.22,3.39,-8.13,6.53,0.00,88,1.60,17.00,0.00,942,0.21,190,13.68,14.59,14.84,10.16
128784,32.84,2.75,0.00,1.24,3.30,-8.27,6.53,0.00,88,1.58,16.50,0.00,946,0.22,190,13.76,14.70,14.84,10.16
129103,34.32,2.75,0.00,1.22,3.35,-8.27,6.38,0.00,88,1.60,17.00,0.00,943,0.20,190,13.68,14.70,14.84,10.16
129422,32.97,2.75,0.00,1.24,3.28,-8.27,6.38,0.00,88,1.59,16.00,0.00,957,0.21,190,13.68,14.59,14.84,10.16
129742,33.93,2.75,0.00,1.22,3.30,-8.27,6.38,0.00,88,1.60,17.00,0.00,938,0.21,190,13.68,14.59,14.84,10.16
130060,33.05,2.75,0.00,1.24,3.21,-8.27,6.38,0.00,90,1.56,17.00,0.00,941,0.21,190,13.68,14.59,14.84,10.16
130379,34.43,2.75,0.00,1.22,3.30,-8.27,6.38,0.00,90,1.58,17.00,0.00,926,0.21,190,13.76,14.59,14.84,10.16
130697,32.17,2.35,0.00,1.22,3.14,-8.27,6.38,0.00,90,1.61,17.00,0.00,944,0.21,189,13.76,14.70,14.84,10.16
131016,33.04,2.75,0.00,1.22,3.19,-8.42,6.38,0.00,90,1.39,16.50,0.00,933,0.21,189,13.68,14.70,14.84,10.16
131335,32.88,2.35,0.00,1.24,3.19,-8.27,6.38,0.00,90,1.59,17.00,0.00,932,0.21,189,13.76,14.70,14.84,10.16
131653,33.69,2.35,0.00,1.24,3.21,-8.27,6.38,0.00,90,1.57,17.00,0.00,908,0.21,189,13.68,14.70,14.84,10.16
131973,32.29,2.35,0.00,1.20,3.12,-8.27,6.38,0.00,90,1.60,17.00,0.00,922,0.20,189,13.68,14.70,14.84,10.16
132292,34.23,2.35,0.00,1.22,3.28,-8.27,6.38,0.00,90,1.53,18.00,0.00,895,0.22,189,13.68,14.70,14.84,10.94
132610,34.13,2.35,0.00,1.22,3.08,-8.27,6.38,0.00,90,1.52,19.00,0.00,894,0.21,189,13.60,14.70,14.84,10.94
132928,32.97,2.35,0.00,1.22,3.08,-8.27,6.38,0.00,90,1.54,17.50,0.00,901,0.21,189,13.68,14.70,14.84,10.94
133246,33.82,2.35,0.00,1.22,3.12,-8.27,6.38,0.00,90,1.52,17.00,0.00,888,0.21,189,13.68,14.81,14.84,10.94
133565,32.48,2.35,0.00,1.20,3.12,-8.13,6.53,0.00,90,1.52,18.00,0.00,892,0.21,189,13.68,14.81,14.84,11.72
133883,33.06,2.35,0.00,1.24,3.28,-8.13,6.53,0.00,90,1.50,17.50,0.00,902,0.22,189,13.76,14.93,14.84,11.72
134202,33.14,2.35,0.00,1.22,3.17,-8.13,6.53,0.00,90,1.55,16.00,0.00,908,0.20,189,13.68,14.81,14.84,12.50
134522,32.48,2.75,0.00,1.24,3.17,-8.13,6.53,0.00,90,1.57,16.50,0.00,906,0.21,189,13.68,14.93,14.84,12.50
134841,34.28,2.75,0.00,1.22,3.32,-8.13,6.53,0.00,90,1.54,17.00,0.00,886,0.22,189,13.60,14.81,14.84,13.28
135159,34.15,2.75,0.00,1.24,3.19,-8.13,6.53,0.00,90,1.54,17.00,0.00,905,0.21,189,13.76,14.70,14.84,13.28
135478,32.38,2.75,0.00,1.24,3.23,-8.13,6.53,0.00,90,1.55,16.00,0.00,925,0.21,189,13.76,14.70,14.84,13.28
135797,34.96,2.75,0.00,1.22,3.37,-8.13,6.53,0.00,90,1.56,17.00,0.00,913,0.22,189,13.52,14.59,14.84,12.50
136115,32.38,2.75,0.00,1.22,3.19,-8.13,6.53,0.00,90,1.59,16.00,0.00,929,0.21,189,13.76,14.70,14.84,12.50
136434,33.84,2.75,0.00,1.24,3.25,-8.27,6.53,0.00,91,1.58,16.00,0.00,924,0.21,189,13.60,14.59,14.84,12.50
136753,32.87,2.75,0.00,1.24,3.19,-8.27,6.38,0.00,91,1.59,16.50,0.00,922,0.21,189,13.76,14.59,14.84,12.50
137072,33.43,2.75,0.00,1.24,3.23,-8.27,6.38,0.00,91,1.58,15.00,0.00,922,0.21,189,13.68,14.59,14.84,12.50
137391,33.49,2.75,0.00,1.22,3.19,-8.27,6.38,0.00,91,1.58,17.00,0.00,914,0.21,189,13.76,14.59,14.84,12.50
137710,33.91,2.75,0.00,1.22,3.28,-8.27,6.38,0.00,91,1.55,17.00,0.00,908,0.21,189,13.76,14.59,14.84,11.72
138029,33.50,2.75,0.00,1.22,3.14,-8.27,6.38,0.00,91,1.58,17.00,0.00,928,0.20,189,13.68,14.70,14.84,12.50
138347,32.70,2.75,0.00,1.24,3.30,-8.27,6.38,0.00,91,1.56,17.00,0.00,916,0.21,189,13.76,14.59,14.84,11.72
138665,34.52,2.75,0.00,1.22,3.25,-8.27,6.38,0.00,91,1.56,17.50,0.00,914,0.21,189,13.76,14.59,14.84,11.72
138984,33.14,2.75,0.00,1.22,3.19,-8.27,6.38,0.00,91,1.56,17.00,0.00,933,0.21,189,13.60,14.70,14.84,11.72
139303,75.92,16.08,0.00,1.82,9.54,-6.24,7.11,0.00,91,2.88,18.50,0.00,898,0.63,189,13.68,14.70,14.84,11.72
139622,49.70,26.67,0.00,2.06,17.43,-0.58,14.22,-0.50,91,4.63,27.50,-2.00,1461,0.79,189,13.44,13.90,13.28,5.47
139941,47.26,5.88,0.00,2.02,18.77,-6.09,11.03,-2.00,91,4.81,14.00,-1.00,2791,0.24,189,13.60,12.52,10.94,-14.06
140259,24.37,3.14,0.00,1.28,3.77,-11.17,3.63,0.00,91,2.66,17.00,0.00,2530,0.09,189,13.68,13.44,10.94,0.00
140577,33.30,3.53,0.00,1.34,4.36,-10.88,3.77,0.00,91,2.15,17.00,0.00,2057,0.13,189,13.68,17.23,11.72,0.00
140896,38.27,3.53,0.00,1.34,4.36,-10.45,4.21,0.00,91,1.70,17.00,0.00,1606,0.17,189,13.68,20.33,12.50,0.00
141215,44.95,3.92,0.00,1.38,4.87,-9.43,5.08,0.00,91,1.96,17.00,0.00,1339,0.22,189,13.52,20.33,12.50,0.00
141533,36.93,3.14,0.00,1.30,3.96,-9.58,5.08,0.00,91,1.91,23.00,0.00,1293,0.18,189,13.60,20.33,13.28,0.00
141853,38.08,3.14,0.00,1.30,3.96,-9.58,5.08,0.00,91,1.87,23.00,0.00,1250,0.19,189,13.84,15.04,14.84,0.00
142172,37.80,3.14,0.00,1.28,3.82,-9.43,5.22,0.00,91,1.76,23.00,0.00,1195,0.20,189,13.76,14.24,14.84,-2.34
142490,35.86,3.14,0.00,1.28,3.80,-9.14,5.51,0.00,91,1.69,23.00,0.00,1130,0.20,189,13.68,14.36,14.84,-2.34
142809,35.51,2.75,0.00,1.26,3.65,-9.14,5.66,0.00,91,1.61,23.00,0.00,1078,0.20,190,13.76,14.59,14.84,-2.34
143128,36.49,2.75,0.00,1.26,3.53,-8.85,5.66,0.00,91,1.56,23.00,0.00,1043,0.21,190,13.68,14.70,14.84,-1.56
143447,36.06,2.75,0.00,1.24,3.37,-8.71,5.95,0.00,91,1.47,23.00,0.00,982,0.20,190,13.76,14.93,14.84,-0.78
143766,35.07,2.35,0.00,1.24,3.37,-8.56,6.09,0.00,91,1.41,23.00,0.00,946,0.21,190,13.68,15.16,14.84,0.00
144085,33.36,2.35,0.00,1.22,3.16,-8.56,6.09,0.00,91,1.43,23.00,0.00,948,0.20,190,13.76,15.27,14.84,1.56
144403,33.57,2.35,0.00,1.22,3.21,-8.56,6.09,0.00,91,1.42,21.00,0.00,938,0.20,190,13.84,15.27,14.84,3.12
144722,32.00,2.35,0.00,1.20,3.01,-8.42,6.24,0.00,91,1.39,22.50,0.00,920,0.20,190,13.84,15.27,14.84,3.91
145041,33.64,2.35,0.00,1.22,3.14,-8.42,6.24,0.00,91,1.33,22.50,0.00,890,0.21,190,13.68,15.27,14.84,5.47
145360,34.65,2.35,0.00,1.20,3.03,-8.27,6.24,0.00,91,1.30,23.00,0.00,870,0.20,190,13.76,15.27,14.84,6.25
145679,32.92,2.35,0.00,1.20,2.99,-8.27,6.38,0.00,91,1.31,22.00,0.00,867,0.21,190,13.68,15.39,14.84,7.81
145997,31.56,2.35,0.00,1.22,3.12,-8.13,6.53,0.00,91,1.28,20.00,0.00,856,0.21,190,13.76,15.39,14.84,9.38
146317,34.19,2.35,0.00,1.20,3.12,-8.13,6.53,0.00,91,1.48,18.50,0.00,865,0.21,190,13.76,15.39,14.84,10.94
146634,33.50,2.75,0.00,1.20,3.10,-7.98,6.53,0.00,91,1.45,20.50,0.00,850,0.23,190,13.76,15.39,14.84,11.72
146953,33.20,2.75,0.00,1.24,3.21,-7.84,6.82,0.00,91,1.46,17.50,0.00,880,0.23,190,13.60,15.39,14.84,13.28
147272,33.45,2.75,0.00,1.24,3.23,-7.98,6.67,0.00,91,1.53,15.50,0.00,884,0.22,190,13.76,15.27,14.84,14.06
147591,32.43,2.75,0.00,1.22,3.19,-7.98,6.67,0.00,91,1.57,17.00,0.00,903,0.21,190,13.60,15.16,14.84,14.84
147909,32.87,2.75,0.00,1.26,3.49,-7.98,6.67,0.00,91,1.55,15.50,0.00,906,0.23,190,13.76,14.93,14.84,15.62
148229,34.13,2.75,0.00,1.24,3.32,-8.13,6.67,0.00,91,1.59,16.00,0.00,930,0.21,190,13.76,14.81,14.84,15.62
148547,36.01,5.49,0.00,1.34,4.17,-7.98,6.67,0.00,91,1.82,18.50,0.00,962,0.26,190,13.76,14.70,14.84,15.62
148866,66.07,12.55,0.00,1.84,11.64,-4.50,9.72,0.00,91,3.59,24.00,0.00,1146,0.66,190,13.76,14.70,14.84,15.62
149185,51.73,16.86,0.00,2.08,18.59,-3.05,11.75,0.00,91,4.70,36.50,0.00,1980,0.58,190,13.60,12.63,12.50,-0.78
149504,17.62,3.92,0.00,1.18,2.81,-10.16,4.79,0.00,91,2.27,17.00,0.00,2130,0.08,190,13.68,13.78,11.72,0.00
149823,39.38,12.94,0.00,1.50,6.32,-9.87,4.35,0.00,91,2.98,30.00,0.00,1786,0.26,190,13.68,15.62,12.50,0.00
150141,65.20,29.41,0.00,2.46,33.97,-1.16,13.49,1.50,91,8.16,39.00,0.00,2473,0.85,190,13.60,16.42,10.94,0.00
150460,17.53,2.75,0.00,1.34,3.85,-10.01,5.22,0.00,91,3.35,17.00,0.00,3158,0.07,190,13.76,13.55,9.38,0.00
150779,28.42,3.53,0.00,1.34,4.36,-11.32,3.34,0.00,91,2.82,17.00,0.00,2682,0.10,190,13.60,13.21,10.16,0.00
151098,90.03,21.57,0.00,2.30,26.76,-6.38,6.38,0.00,91,6.75,36.00,0.00,2374,0.78,190,13.76,17.80,10.94,0.00
151417,69.19,50.59,0.00,2.86,56.56,-0.44,14.36,-1.00,90,13.22,37.00,-2.00,3788,0.98,192,13.60,14.36,9.38,-3.91
151736,15.74,2.75,0.00,1.26,3.46,-11.03,3.77,0.00,90,4.22,17.00,0.00,3977,0.05,192,13.84,12.63,8.59,0.00
152054,24.24,3.92,0.00,1.40,2.56,-11.03,3.63,0.00,90,3.62,17.00,0.00,3425,0.09,192,13.76,15.04,9.38,0.00
152374,27.57,2.75,0.00,1.34,4.33,-11.32,3.34,0.00,90,3.00,17.00,0.00,2850,0.09,192,13.68,18.95,10.16,0.00
152692,32.60,3.53,0.00,1.34,4.56,-11.46,3.19,0.00,90,2.51,17.00,0.00,2345,0.12,192,13.68,20.33,10.94,0.00
153011,36.15,3.14,0.00,1.34,4.50,-10.59,3.92,0.00,90,2.03,17.00,0.00,1909,0.14,192,13.76,20.33,11.72,0.00
153330,40.87,3.92,0.00,1.34,4.58,-10.30,4.35,0.00,90,2.19,17.00,0.00,1480,0.19,192,13.76,20.33,11.72,0.00
153649,39.75,3.14,0.00,1.32,4.28,-9.43,5.22,0.00,90,1.94,23.00,0.00,1290,0.19,192,13.68,20.33,12.50,0.00
153967,37.36,3.14,0.00,1.28,3.80,-9.58,5.08,0.00,90,1.86,23.00,0.00,1248,0.18,192,13.68,20.33,12.50,0.00
154286,36.68,3.14,0.00,1.26,3.70,-9.43,5.22,0.00,90,1.75,23.00,0.00,1172,0.19,192,13.76,15.62,14.84,0.00
154605,36.56,3.14,0.00,1.26,3.65,-9.14,5.51,0.00,90,1.67,23.00,0.00,1115,0.20,192,13.68,14.81,14.84,0.00
154923,34.71,2.75,0.00,1.24,3.46,-9.00,5.66,0.00,90,1.61,23.00,0.00,1065,0.19,192,13.68,14.81,14.84,0.78
155242,36.01,2.75,0.00,1.24,3.51,-8.85,5.80,0.00,90,1.53,23.00,0.00,1033,0.20,192,13.68,14.81,14.84,0.78
155560,34.99,2.35,0.00,1.24,3.35,-8.85,5.80,0.00,90,1.47,23.00,0.00,985,0.20,192,13.76,15.04,14.84,2.34
155879,32.68,2.35,0.00,1.22,3.12,-8.71,5.95,0.00,90,1.47,23.00,0.00,976,0.19,192,13.76,15.16,14.84,3.12
156198,33.22,2.35,0.00,1.20,3.08,-8.71,6.09,0.00,90,1.42,23.00,0.00,952,0.20,192,13.76,15.16,14.84,4.69
156517,31.21,2.35,0.00,1.20,2.88,-8.56,6.09,0.00,90,1.39,23.00,0.00,930,0.19,192,13.76,15.27,14.84,5.47
156836,32.30,2.35,0.00,1.20,2.95,-8.56,6.09,0.00,88,1.35,23.00,0.00,890,0.19,192,13.92,15.27,14.84,7.03
157154,32.78,2.35,0.00,1.18,2.84,-8.42,6.24,0.00,88,1.31,23.00,0.00,879,0.19,192,13.76,15.27,14.84,8.59
157473,31.47,2.35,0.00,1.18,2.84,-8.42,6.24,0.00,88,1.32,22.00,0.00,886,0.20,192,13.76,15.39,14.84,9.38
157791,33.06,2.35,0.00,1.20,3.03,-8.27,6.38,0.00,88,1.28,21.00,0.00,850,0.21,192,13.84,15.50,14.84,10.94
158109,32.94,2.35,0.00,1.20,2.88,-8.13,6.38,0.00,88,1.51,20.50,0.00,877,0.20,192,13.76,15.50,14.84,12.50
158428,32.04,2.35,0.00,1.20,3.01,-8.13,6.53,0.00,88,1.50,18.50,0.00,882,0.21,192,13.76,15.39,14.84,14.06
158747,33.56,2.35,0.00,1.22,3.23,-8.13,6.53,0.00,88,1.51,17.00,0.00,877,0.21,192,13.68,15.39,14.84,14.84
159066,32.66,2.35,0.00,1.22,3.03,-8.13,6.53,0.00,88,1.52,17.50,0.00,893,0.20,192,13.84,15.16,14.84,15.62
159385,32.23,2.35,0.00,1.22,3.10,-8.13,6.53,0.00,88,1.50,17.00,0.00,904,0.21,192,13.76,15.04,14.84,16.41
159704,33.53,2.35,0.00,1.22,3.19,-8.27,6.53,0.00,88,1.54,15.50,0.00,905,0.21,192,13.84,14.93,14.84,16.41
160022,31.76,2.35,0.00,1.22,3.12,-8.13,6.53,0.00,88,1.57,16.00,0.00,911,0.21,192,13.76,14.81,14.84,16.41
160341,33.03,2.75,0.00,1.22,3.32,-8.13,6.53,0.00,88,1.58,15.50,0.00,916,0.21,192,13.68,14.70,14.84,16.41
160660,31.43,2.35,0.00,1.20,3.06,-8.27,6.38,0.00,88,1.58,16.50,0.00,928,0.20,192,13.76,14.59,14.84,16.41
160977,31.24,2.35,0.00,1.24,3.21,-8.27,6.38,0.00,88,1.56,16.00,0.00,916,0.21,192,13.76,14.47,14.84,15.62
161297,32.99,4.31,0.00,1.22,3.14,-8.27,6.38,0.00,88,1.56,18.00,0.00,916,0.21,192,13.68,14.47,14.84,15.62
161616,77.82,20.00,0.00,1.94,15.86,-1.02,13.35,4.00,88,3.78,22.50,0.00,1001,0.90,192,13.60,14.24,14.06,12.50
161934,51.64,7.45,0.00,2.14,21.51,-2.90,12.91,0.00,88,4.73,40.00,0.00,2147,0.45,192,13.60,12.52,11.72,-3.12
162253,19.28,2.75,0.00,1.22,3.12,-10.30,4.50,0.00,88,2.19,17.00,0.00,2057,0.09,192,13.60,13.55,11.72,0.00
162573,33.89,3.14,0.00,1.30,4.06,-10.30,4.35,0.00,88,1.72,17.00,0.00,1657,0.15,192,13.60,17.46,12.50,0.00
162891,42.96,3.92,0.00,1.36,4.61,-9.72,4.93,0.00,88,1.98,23.00,0.00,1326,0.21,192,13.76,20.33,12.50,0.00
163209,37.08,3.14,0.00,1.30,3.93,-9.58,5.08,0.00,88,1.85,23.00,0.00,1233,0.19,192,13.76,20.33,14.84,0.00
163528,37.03,3.14,0.00,1.30,3.88,-9.29,5.37,0.00,88,1.77,23.00,0.00,1195,0.19,194,13.76,16.19,14.84,0.00
163847,36.71,3.14,0.00,1.28,3.83,-9.14,5.51,0.00,88,1.71,23.00,0.00,1164,0.19,194,13.84,14.59,14.84,-0.78
164166,35.25,3.14,0.00,1.26,3.68,-9.00,5.66,0.00,88,1.67,23.00,0.00,1132,0.19,194,13.76,14.47,14.84,-1.56
164486,35.14,3.14,0.00,1.26,3.61,-9.00,5.80,0.00,88,1.60,23.00,0.00,1083,0.20,194,13.68,14.59,14.84,-1.56
164803,35.17,3.14,0.00,1.26,3.51,-8.85,5.80,0.00,88,1.53,23.00,0.00,1021,0.21,194,13.84,14.70,14.84,-0.78
165122,33.48,2.75,0.00,1.24,3.28,-8.71,5.95,0.00,88,1.51,23.00,0.00,1011,0.20,194,13.68,14.93,14.84,0.00
165440,33.22,2.35,0.00,1.20,3.10,-8.56,6.09,0.00,88,1.45,23.00,0.00,974,0.19,194,13.84,15.16,14.84,1.56
165759,31.23,2.35,0.00,1.22,3.10,-8.56,6.24,0.00,88,1.39,23.00,0.00,952,0.20,194,13.76,15.16,14.84,2.34
166078,33.65,2.35,0.00,1.20,3.06,-8.42,6.24,0.00,88,1.37,23.00,0.00,916,0.20,194,13.76,15.27,14.84,3.91
166397,31.10,2.35,0.00,1.20,2.95,-8.42,6.24,0.00,88,1.37,22.00,0.00,937,0.20,194,13.76,15.39,14.84,5.47
166717,32.94,2.35,0.00,1.20,3.08,-8.42,6.38,0.00,88,1.35,20.50,0.00,901,0.20,194,13.76,15.39,14.84,7.03
167035,31.27,2.35,0.00,1.22,3.01,-8.27,6.38,0.00,88,1.36,21.00,0.00,898,0.20,194,13.68,15.39,14.84,8.59
167353,33.07,2.35,0.00,1.20,3.15,-8.27,6.38,0.00,88,1.33,20.50,0.00,889,0.20,194,13.76,15.27,14.84,9.38
167672,33.31,2.35,0.00,1.20,2.97,-8.27,6.38,0.00,86,1.53,20.50,0.00,890,0.20,194,13.76,15.27,14.84,10.16
167991,32.82,2.35,0.00,1.22,3.06,-8.27,6.38,0.00,86,1.52,18.50,0.00,893,0.21,194,13.76,15.16,14.84,10.94
168310,33.08,2.35,0.00,1.22,3.21,-8.13,6.53,0.00,86,1.53,17.00,0.00,884,0.21,194,13.76,15.04,14.84,11.72
168629,32.88,2.35,0.00,1.20,3.03,-8.13,6.53,0.00,86,1.52,18.50,0.00,892,0.20,194,13.76,15.04,14.84,12.50
168949,32.19,2.35,0.00,1.22,3.08,-8.13,6.53,0.00,86,1.51,17.00,0.00,900,0.21,194,13.76,15.04,14.84,13.28
169267,34.74,2.35,0.00,1.22,3.17,-8.13,6.53,0.00,86,1.51,17.00,0.00,885,0.22,196,13.84,14.93,14.84,13.28
169585,30.75,2.35,0.00,1.20,2.97,-8.13,6.53,0.00,86,1.55,17.00,0.00,897,0.20,196,13.60,14.81,14.84,13.28
169904,31.22,2.35,0.00,1.22,3.19,-8.13,6.53,0.00,86,1.52,16.50,0.00,890,0.21,196,13.76,14.81,14.84,14.06
170223,32.19,2.35,0.00,1.20,3.08,-8.13,6.53,0.00,86,1.55,17.00,0.00,904,0.20,196,13.68,14.81,14.84,14.06
170542,31.41,2.35,0.00,1.22,3.08,-8.27,6.38,0.00,86,1.57,16.00,0.00,919,0.21,196,13.76,14.81,14.84,14.06
170861,31.73,2.35,0.00,1.22,3.10,-8.27,6.53,0.00,86,1.55,15.00,0.00,902,0.21,196,13.76,14.81,14.84,14.84
171180,31.19,2.35,0.00,1.20,3.06,-8.27,6.53,0.00,86,1.57,16.50,0.00,910,0.20,196,13.76,14.70,14.84,14.84
171499,33.26,2.35,0.00,1.22,3.23,-8.27,6.38,0.00,86,1.55,17.00,0.00,907,0.21,196,13.76,14.81,14.84,14.84
171817,31.77,2.35,0.00,1.20,3.01,-8.27,6.38,0.00,86,1.56,17.00,0.00,912,0.20,196,13.76,14.70,14.84,14.84
172137,31.73,2.35,0.00,1.22,3.03,-8.27,6.38,0.00,86,1.52,17.00,0.00,915,0.21,196,13.76,14.70,14.84,14.84
172455,32.52,2.35,0.00,1.20,3.08,-8.27,6.38,0.00,86,1.55,16.00,0.00,911,0.20,196,13.68,14.70,14.84,14.84
172774,31.20,2.35,0.00,1.22,3.06,-8.27,6.38,0.00,86,1.57,16.50,0.00,918,0.20,196,13.76,14.70,14.84,14.84
173092,33.13,2.35,0.00,1.22,3.19,-8.27,6.38,0.00,86,1.54,16.50,0.00,894,0.21,196,13.76,14.70,14.84,14.84
173413,31.19,2.35,0.00,1.20,2.99,-8.27,6.38,0.00,86,1.55,17.00,0.00,906,0.20,196,13.68,14.70,14.84,14.84
173731,30.96,2.35,0.00,1.22,3.12,-8.27,6.38,0.00,86,1.55,16.00,0.00,906,0.20,196,13.76,14.70,14.84,14.84
174049,32.73,2.35,0.00,1.20,3.10,-8.27,6.38,0.00,86,1.55,17.00,0.00,909,0.20,196,13.68,14.70,14.84,14.84
174368,32.44,2.35,0.00,1.22,3.08,-8.27,6.38,0.00,86,1.56,17.00,0.00,913,0.21,196,13.76,14.70,14.84,14.84
174687,32.04,2.35,0.00,1.22,3.08,-8.27,6.53,0.00,86,1.57,16.00,0.00,904,0.20,196,13.84,14.70,14.84,14.84
175005,30.76,2.35,0.00,1.20,2.97,-8.27,6.38,0.00,86,1.58,16.50,0.00,915,0.20,198,13.84,14.70,14.84,15.62
