Time (msec),Volumetric Efficiency 2.5L (Calculated) (%),Throttle Opening Angle (%),Primary Wastegate Duty Cycle (%),Mass Airflow Sensor Voltage (V),Mass Airflow (g/s),Manifold Relative Pressure (psi),Manifold Absolute Pressure (psi),Knock Correction Advance (degrees),Intake Air Temperature (F),Injector Duty Cycle (%),Ignition Total Timing (degrees),Feedback Knock Correction (4-byte)* (degrees),Engine Speed (rpm),Engine Load (Calculated) (g/rev),Coolant Temperature (F),Battery Voltage (V),A/F Sensor #1 (AFR),A/F Learning #1 (%),A/F Correction #1 (%)
116646,32.04,2.35,0.00,1.22,3.21,-8.27,6.38,0.00,82,1.53,17.00,0.00,923,0.21,192,13.76,14.70,14.84,10.16
116965,33.16,2.35,0.00,1.20,3.17,-8.27,6.38,0.00,82,1.56,16.00,0.00,913,0.20,192,13.76,14.70,14.84,10.16
117285,32.22,2.35,0.00,1.22,3.13,-8.27,6.38,0.00,82,1.57,17.00,0.00,922,0.21,192,13.76,14.70,14.84,10.16
117602,32.65,2.35,0.00,1.22,3.13,-8.27,6.38,0.00,82,1.55,16.50,0.00,898,0.21,192,13.76,14.70,14.84,10.16
117921,31.92,2.35,0.00,1.20,3.10,-8.27,6.38,0.00,82,1.59,17.00,0.00,915,0.21,192,13.68,14.70,14.84,10.16
118240,32.55,2.35,0.00,1.24,3.26,-8.27,6.38,0.00,82,1.54,17.00,0.00,901,0.21,192,13.76,14.70,14.84,10.16
118558,32.85,2.35,0.00,1.22,3.04,-8.27,6.38,0.00,82,1.55,17.50,0.00,910,0.20,192,13.76,14.70,14.84,10.16
118876,32.75,2.35,0.00,1.22,3.13,-8.27,6.38,0.00,82,1.56,17.00,0.00,911,0.21,192,13.68,14.70,14.84,10.16
119196,33.82,2.35,0.00,1.22,3.15,-8.27,6.38,0.00,82,1.54,16.50,0.00,904,0.21,192,13.76,14.70,14.84,10.16
119514,31.33,2.35,0.00,1.20,3.01,-8.27,6.38,0.00,82,1.56,17.00,0.00,900,0.20,192,13.68,14.70,14.84,10.16
119834,33.05,2.35,0.00,1.22,3.24,-8.27,6.38,0.00,82,1.54,17.00,0.00,902,0.21,192,13.68,14.70,14.84,10.16
120153,32.76,2.35,0.00,1.22,3.06,-8.27,6.38,0.00,82,1.54,17.50,0.00,902,0.20,192,13.76,14.70,14.84,10.94
120471,32.70,2.35,0.00,1.22,3.13,-8.27,6.38,0.00,82,1.53,17.00,0.00,916,0.21,192,13.68,14.70,14.84,10.94
120789,32.97,2.35,0.00,1.22,3.17,-8.27,6.38,0.00,82,1.57,15.50,0.00,920,0.20,192,13.84,14.70,14.84,10.94
121108,31.97,2.35,0.00,1.22,3.13,-8.27,6.38,0.00,82,1.57,17.00,0.00,920,0.21,192,13.84,14.70,14.84,10.94
121427,33.08,2.35,0.00,1.22,3.21,-8.27,6.38,0.00,82,1.55,16.50,0.00,896,0.21,192,13.76,14.59,14.84,10.94
121746,32.90,2.35,0.00,1.20,3.08,-8.27,6.38,0.00,82,1.54,17.50,0.00,904,0.21,192,13.76,14.70,14.84,10.16
122065,32.75,2.35,0.00,1.24,3.24,-8.27,6.38,0.00,82,1.53,17.00,0.00,913,0.21,192,13.76,14.70,14.84,10.16
122384,32.95,2.35,0.00,1.20,3.15,-8.27,6.38,0.00,82,1.55,17.00,0.00,912,0.20,192,13.68,14.70,14.84,10.94
122702,31.74,2.35,0.00,1.22,3.08,-8.27,6.38,0.00,82,1.57,16.50,0.00,922,0.21,192,13.76,14.70,14.84,10.94
123022,33.40,2.35,0.00,1.22,3.15,-8.27,6.38,0.00,82,1.52,17.00,0.00,879,0.22,192,13.76,14.70,14.84,10.94
123339,31.63,2.35,0.00,1.20,3.04,-8.27,6.38,0.00,82,1.55,17.50,0.00,906,0.20,192,13.68,14.70,14.84,10.94
123658,31.85,2.35,0.00,1.22,3.17,-8.27,6.38,0.00,82,1.53,16.50,0.00,895,0.21,192,13.76,14.70,14.84,10.94
123978,33.41,2.35,0.00,1.20,3.17,-8.27,6.38,0.00,82,1.53,17.50,0.00,903,0.20,192,13.68,14.70,14.84,10.94
124296,31.71,2.35,0.00,1.22,3.10,-8.27,6.38,0.00,82,1.57,17.00,0.00,920,0.20,194,13.68,14.70,14.84,10.94
124614,33.20,2.35,0.00,1.22,3.17,-8.27,6.38,0.00,82,1.54,16.50,0.00,888,0.21,194,13.76,14.70,14.84,10.94
124933,32.16,2.35,0.00,1.20,3.10,-8.27,6.38,0.00,82,1.58,17.00,0.00,909,0.21,194,13.76,14.70,14.84,10.94
125252,32.05,2.35,0.00,1.24,3.21,-8.27,6.38,0.00,82,1.53,17.00,0.00,899,0.21,194,13.68,14.59,14.84,10.16
125570,33.42,2.35,0.00,1.22,3.10,-8.27,6.38,0.00,82,1.54,17.00,0.00,908,0.20,194,13.76,14.59,14.84,10.16
125888,32.26,2.35,0.00,1.22,3.13,-8.27,6.38,0.00,82,1.55,16.50,0.00,930,0.21,194,13.68,14.59,14.84,10.16
126207,33.41,2.35,0.00,1.22,3.13,-8.27,6.38,0.00,82,1.55,16.50,0.00,908,0.21,194,13.76,14.59,14.84,10.16
126526,32.00,2.35,0.00,1.20,3.06,-8.27,6.38,0.00,82,1.57,17.00,0.00,905,0.20,194,13.76,14.59,14.84,10.16
126845,32.95,2.35,0.00,1.22,3.21,-8.27,6.38,0.00,82,1.53,17.00,0.00,898,0.21,194,13.76,14.59,14.84,10.16
127163,32.96,2.35,0.00,1.22,3.04,-8.27,6.38,0.00,82,1.54,18.00,0.00,902,0.20,194,13.76,14.70,14.84,10.16
127482,32.44,2.35,0.00,1.22,3.13,-8.27,6.38,0.00,82,1.53,17.00,0.00,920,0.21,194,13.68,14.70,14.84,10.16
127801,33.44,2.35,0.00,1.20,3.17,-8.27,6.38,0.00,82,1.55,16.50,0.00,906,0.20,194,13.76,14.70,14.84,10.16
128119,32.02,2.35,0.00,1.22,3.15,-8.27,6.38,0.00,82,1.58,16.50,0.00,914,0.21,194,13.68,14.70,14.84,10.16
128437,33.50,2.35,0.00,1.22,3.30,-8.27,6.38,0.00,82,1.56,15.50,0.00,904,0.22,194,13.68,14.70,14.84,10.16
128756,32.58,2.35,0.00,1.20,3.01,-8.27,6.38,0.00,82,1.54,17.00,0.00,905,0.20,194,13.76,14.59,14.84,10.16
129075,33.10,2.35,0.00,1.24,3.24,-8.27,6.38,0.00,82,1.53,17.00,0.00,913,0.21,194,13.68,14.59,14.84,10.16
129393,33.41,2.35,0.00,1.20,3.17,-8.27,6.38,0.00,82,1.54,16.50,0.00,905,0.20,194,13.68,14.59,14.84,9.38
129712,32.38,2.35,0.00,1.22,3.10,-8.27,6.38,0.00,82,1.55,17.00,0.00,907,0.21,194,13.84,14.70,14.84,9.38
130030,33.10,2.35,0.00,1.22,3.19,-8.27,6.38,0.00,82,1.54,16.50,0.00,888,0.21,194,13.60,14.70,14.84,9.38
130349,32.21,2.35,0.00,1.20,3.01,-8.27,6.38,0.00,82,1.55,17.00,0.00,907,0.20,194,13.76,14.70,14.84,10.16
130667,33.16,2.35,0.00,1.24,3.15,-8.27,6.38,0.00,82,1.51,17.00,0.00,907,0.22,194,13.68,14.70,14.84,10.16
130985,33.89,2.35,0.00,1.22,3.19,-8.27,6.38,0.00,82,1.53,16.50,0.00,898,0.21,194,13.76,14.70,14.84,10.16
131303,32.06,2.35,0.00,1.22,3.13,-8.27,6.38,0.00,82,1.57,16.50,0.00,904,0.21,194,13.76,14.70,14.84,10.16
131622,33.79,2.35,0.00,1.22,3.28,-8.27,6.38,0.00,82,1.53,17.00,0.00,896,0.21,194,13.68,14.70,14.84,10.16
131940,33.22,2.35,0.00,1.22,3.08,-8.27,6.38,0.00,82,1.55,17.00,0.00,908,0.20,194,13.76,14.59,14.84,10.16
132259,32.42,2.35,0.00,1.22,3.13,-8.27,6.38,0.00,82,1.53,16.50,0.00,921,0.21,194,13.76,14.59,14.84,10.16
132576,32.56,2.35,0.00,1.20,3.10,-8.27,6.38,0.00,82,1.55,16.00,0.00,910,0.20,194,13.76,14.59,14.84,9.38
132895,31.32,2.35,0.00,1.22,3.06,-8.27,6.38,0.00,82,1.56,17.00,0.00,902,0.20,194,13.68,14.59,14.84,9.38
133214,33.82,2.35,0.00,1.22,3.28,-8.27,6.38,0.00,82,1.53,16.50,0.00,890,0.22,194,13.68,14.59,14.84,9.38
133533,32.87,2.35,0.00,1.22,3.08,-8.27,6.38,0.00,82,1.55,17.00,0.00,908,0.20,194,13.84,14.70,14.84,9.38
133852,32.68,2.35,0.00,1.24,3.26,-8.27,6.38,0.00,82,1.53,17.00,0.00,919,0.21,194,13.76,14.70,14.84,9.38
134171,32.89,2.35,0.00,1.20,3.13,-8.27,6.38,0.00,82,1.55,16.00,0.00,911,0.20,194,13.60,14.59,14.84,9.38
134490,32.11,2.35,0.00,1.22,3.13,-8.27,6.38,0.00,82,1.55,17.00,0.00,910,0.21,194,13.76,14.59,14.84,9.38
134808,33.41,2.35,0.00,1.22,3.24,-8.27,6.38,0.00,82,1.54,16.50,0.00,892,0.21,194,13.76,14.59,14.84,9.38
135127,31.97,2.35,0.00,1.20,3.08,-8.27,6.38,0.00,82,1.55,17.00,0.00,910,0.21,194,13.76,14.70,14.84,9.38
135446,32.58,2.35,0.00,1.24,3.21,-8.27,6.38,0.00,82,1.51,17.00,0.00,910,0.21,194,13.84,14.70,14.84,9.38
135765,32.77,2.35,0.00,1.20,3.10,-8.27,6.38,0.00,82,1.54,17.00,0.00,904,0.20,194,13.60,14.70,14.84,9.38
136084,31.87,2.35,0.00,1.22,3.10,-8.27,6.38,0.00,82,1.56,16.50,0.00,915,0.21,194,13.84,14.70,14.84,9.38
136403,33.10,2.35,0.00,1.22,3.15,-8.27,6.38,0.00,82,1.55,16.00,0.00,898,0.21,194,13.76,14.70,14.84,9.38
136722,31.76,2.35,0.00,1.20,3.06,-8.27,6.38,0.00,82,1.56,17.00,0.00,907,0.21,194,13.68,14.70,14.84,9.38
137040,32.40,2.35,0.00,1.24,3.24,-8.27,6.38,0.00,82,1.53,17.00,0.00,894,0.21,196,13.76,14.70,14.84,9.38
137359,33.93,2.35,0.00,1.22,3.21,-8.27,6.38,0.00,82,1.54,17.00,0.00,904,0.21,196,13.76,14.70,14.84,9.38
137678,32.73,2.35,0.00,1.22,3.13,-8.27,6.38,0.00,82,1.55,17.00,0.00,908,0.21,196,13.76,14.70,14.84,9.38
137997,32.93,2.35,0.00,1.22,3.17,-8.27,6.53,0.00,82,1.54,16.50,0.00,890,0.21,196,13.84,14.70,14.84,9.38
138314,31.24,2.35,0.00,1.20,3.01,-8.27,6.38,0.00,82,1.55,17.00,0.00,910,0.20,196,13.68,14.70,14.84,9.38
138634,31.51,2.35,0.00,1.24,3.19,-8.27,6.38,0.00,82,1.54,16.50,0.00,900,0.21,196,13.76,14.70,14.84,9.38
138952,32.92,2.35,0.00,1.20,3.13,-8.27,6.38,0.00,82,1.54,17.00,0.00,906,0.20,196,13.68,14.70,14.84,9.38
139272,31.62,2.35,0.00,1.22,3.06,-8.27,6.38,0.00,82,1.57,16.00,0.00,921,0.21,196,13.68,14.70,14.84,10.16
139591,33.24,2.35,0.00,1.22,3.13,-8.27,6.38,0.00,82,1.57,16.00,0.00,918,0.21,196,13.68,14.70,14.84,9.38
139909,31.83,2.35,0.00,1.22,3.13,-8.27,6.38,0.00,82,1.57,16.50,0.00,910,0.21,196,13.84,14.70,14.84,10.16
140227,33.30,2.35,0.00,1.22,3.21,-8.27,6.38,0.00,82,1.51,17.00,0.00,887,0.21,196,13.68,14.70,14.84,10.16
140545,32.75,2.35,0.00,1.20,3.01,-8.27,6.38,0.00,82,1.55,17.00,0.00,911,0.20,196,13.76,14.70,14.84,10.16
140864,32.38,2.35,0.00,1.22,3.10,-8.27,6.38,0.00,82,1.52,17.00,0.00,913,0.21,196,13.68,14.70,14.84,10.16
141183,32.12,2.35,0.00,1.20,3.08,-8.27,6.38,0.00,82,1.56,15.50,0.00,914,0.20,196,13.76,14.70,14.84,10.16
141502,32.19,2.35,0.00,1.22,3.13,-8.27,6.38,0.00,82,1.54,17.00,0.00,894,0.21,196,13.68,14.70,14.84,10.16
141821,33.80,2.35,0.00,1.22,3.26,-8.27,6.38,0.00,82,1.52,17.00,0.00,890,0.21,196,13.60,14.70,14.84,10.16
142140,32.76,2.35,0.00,1.22,3.04,-8.27,6.38,0.00,82,1.54,17.00,0.00,902,0.20,196,13.76,14.70,14.84,10.16
142458,32.75,2.35,0.00,1.22,3.13,-8.27,6.38,0.00,82,1.53,17.00,0.00,915,0.21,196,13.76,14.70,14.84,10.16
142776,34.60,2.35,0.00,1.22,3.19,-8.27,6.38,0.00,82,1.52,16.50,0.00,891,0.22,196,13.68,14.70,14.84,10.16
143095,32.11,2.35,0.00,1.22,3.13,-8.13,6.53,0.00,82,1.57,17.00,0.00,903,0.21,196,13.76,14.70,14.84,10.16
143413,32.63,2.35,0.00,1.22,3.19,-8.27,6.38,0.00,82,1.54,16.50,0.00,902,0.21,196,13.68,14.70,14.84,10.16
143732,32.66,2.35,0.00,1.20,3.01,-8.27,6.38,0.00,82,1.55,17.00,0.00,910,0.20,196,13.84,14.59,14.84,10.16
144051,31.79,2.35,0.00,1.22,3.10,-8.27,6.38,0.00,82,1.54,16.00,0.00,928,0.21,196,13.76,14.59,14.84,10.16
144369,34.16,2.35,0.00,1.22,3.19,-8.27,6.38,0.00,82,1.52,17.00,0.00,890,0.21,196,13.76,14.59,14.84,10.16
144688,31.48,2.35,0.00,1.22,3.08,-8.13,6.53,0.00,82,1.56,17.00,0.00,901,0.21,196,13.84,14.70,14.84,10.16
145007,32.83,2.35,0.00,1.22,3.19,-8.27,6.38,0.00,82,1.52,16.00,0.00,892,0.21,196,13.68,14.70,14.84,10.16
145325,34.07,2.35,0.00,1.22,3.10,-8.27,6.38,0.00,82,1.52,17.00,0.00,894,0.21,196,13.76,14.70,14.84,10.16
145644,31.78,2.35,0.00,1.22,3.10,-8.13,6.53,0.00,82,1.56,17.00,0.00,912,0.21,196,13.60,14.70,14.84,10.16
145963,34.39,2.35,0.00,1.22,3.17,-8.27,6.38,0.00,82,1.54,16.00,0.00,900,0.21,196,13.84,14.70,14.84,10.16
146282,32.23,2.35,0.00,1.22,3.08,-8.27,6.38,0.00,82,1.56,17.00,0.00,902,0.21,196,13.68,14.70,14.84,10.16
146600,33.04,2.35,0.00,1.22,3.21,-8.27,6.38,0.00,82,1.53,17.00,0.00,896,0.21,196,13.76,14.70,14.84,10.16
146918,33.07,2.35,0.00,1.22,3.08,-8.27,6.38,0.00,82,1.56,17.00,0.00,918,0.20,196,13.76,14.59,14.84,10.16
147237,33.25,2.35,0.00,1.22,3.19,-8.27,6.38,0.00,82,1.52,17.00,0.00,911,0.22,196,13.68,14.70,14.84,10.16
147556,33.65,2.35,0.00,1.22,3.13,-8.27,6.38,0.00,82,1.55,16.00,0.00,906,0.21,196,13.76,14.59,14.84,9.38
147875,32.69,2.35,0.00,1.24,3.17,-8.27,6.38,0.00,82,1.55,17.00,0.00,900,0.21,196,13.84,14.59,14.84,9.38
148194,33.13,2.35,0.00,1.22,3.21,-8.27,6.38,0.00,82,1.53,17.00,0.00,895,0.21,198,13.68,14.59,14.84,9.38
148513,32.72,2.35,0.00,1.22,3.08,-8.27,6.38,0.00,82,1.54,17.00,0.00,904,0.20,198,13.76,14.59,14.84,9.38
148831,31.67,2.35,0.00,1.22,3.17,-8.27,6.38,0.00,82,1.54,16.00,0.00,930,0.20,198,13.76,14.70,14.84,9.38
149150,33.16,2.35,0.00,1.20,3.17,-8.27,6.38,0.00,82,1.55,16.00,0.00,910,0.20,198,13.76,14.70,14.84,9.38
149469,31.53,2.35,0.00,1.22,3.13,-8.27,6.38,0.00,82,1.59,16.50,0.00,929,0.21,198,13.76,14.70,14.84,9.38
149787,33.11,2.35,0.00,1.22,3.15,-8.27,6.38,0.00,82,1.56,16.00,0.00,903,0.21,198,13.76,14.70,14.84,9.38
150105,31.36,2.35,0.00,1.20,3.04,-8.27,6.38,0.00,82,1.56,17.00,0.00,913,0.20,198,13.60,14.70,14.84,9.38
150425,31.46,2.35,0.00,1.24,3.19,-8.27,6.38,0.00,82,1.54,16.50,0.00,902,0.21,198,13.76,14.70,14.84,9.38
150744,33.74,2.35,0.00,1.22,3.08,-8.27,6.38,0.00,82,1.53,17.50,0.00,900,0.21,198,13.68,14.70,14.84,9.38
151062,32.50,2.35,0.00,1.22,3.13,-8.27,6.38,0.00,82,1.57,17.00,0.00,921,0.21,198,13.76,14.70,14.84,9.38
151381,34.23,2.35,0.00,1.22,3.15,-8.27,6.38,0.00,82,1.55,16.50,0.00,906,0.21,198,13.76,14.70,14.84,9.38
151700,31.76,2.35,0.00,1.22,3.06,-8.27,6.38,0.00,82,1.57,17.00,0.00,908,0.20,198,13.76,14.70,14.84,9.38
152018,33.37,2.35,0.00,1.22,3.24,-8.27,6.38,0.00,82,1.52,17.00,0.00,889,0.21,198,13.68,14.70,14.84,9.38
152336,33.44,2.35,0.00,1.22,3.13,-8.27,6.38,0.00,82,1.54,17.00,0.00,902,0.21,198,13.76,14.70,14.84,9.38
152655,32.47,2.35,0.00,1.22,3.10,-8.27,6.38,0.00,82,1.52,17.00,0.00,913,0.21,198,13.68,14.70,14.84,9.38
152974,34.09,2.35,0.00,1.22,3.10,-8.27,6.38,0.00,82,1.51,16.50,0.00,887,0.21,198,13.68,14.70,14.84,9.38
153293,31.39,2.35,0.00,1.20,3.01,-8.13,6.53,0.00,82,1.53,17.50,0.00,886,0.21,198,13.60,14.70,14.84,9.38
153612,31.42,2.35,0.00,1.24,3.21,-8.13,6.53,0.00,82,1.51,17.00,0.00,882,0.21,198,13.76,14.70,14.84,9.38
153930,33.47,2.35,0.00,1.20,3.17,-8.13,6.53,0.00,82,1.50,16.50,0.00,882,0.21,198,13.76,14.70,14.84,9.38
154248,31.64,2.35,0.00,1.22,3.13,-8.13,6.53,0.00,82,1.54,17.00,0.00,891,0.21,198,13.76,14.81,14.84,10.16
154567,32.75,2.35,0.00,1.22,3.24,-8.13,6.53,0.00,82,1.52,16.50,0.00,888,0.21,198,13.68,14.70,14.84,10.16
154886,31.64,2.35,0.00,1.20,3.04,-8.13,6.53,0.00,82,1.54,17.00,0.00,905,0.20,198,13.76,14.70,14.84,10.16
155204,31.90,2.35,0.00,1.22,3.13,-8.27,6.53,0.00,82,1.52,16.50,0.00,914,0.21,198,13.76,14.70,14.84,9.38
155521,33.13,2.35,0.00,1.22,3.17,-8.27,6.38,0.00,82,1.55,15.00,0.00,907,0.20,198,13.76,14.70,14.84,10.16
155839,31.50,2.35,0.00,1.22,3.06,-8.27,6.38,0.00,82,1.58,16.50,0.00,909,0.20,198,13.68,14.70,14.84,10.16
156158,32.78,2.35,0.00,1.22,3.19,-8.27,6.38,0.00,82,1.54,16.50,0.00,895,0.21,198,13.68,14.59,14.84,9.38
156477,32.64,2.35,0.00,1.22,3.10,-8.13,6.53,0.00,82,1.52,17.50,0.00,890,0.21,198,13.68,14.70,14.84,9.38
156794,32.24,2.35,0.00,1.22,3.15,-8.13,6.53,0.00,82,1.52,17.00,0.00,912,0.21,198,13.68,14.70,14.84,9.38
157113,33.10,2.35,0.00,1.22,3.15,-8.27,6.53,0.00,82,1.54,16.00,0.00,902,0.21,198,13.76,14.70,14.84,9.38
157432,31.16,2.35,0.00,1.22,3.13,-8.13,6.53,0.00,82,1.55,16.50,0.00,905,0.21,198,13.84,14.70,14.84,9.38
157750,32.99,2.35,0.00,1.22,3.28,-8.13,6.53,0.00,82,1.53,16.50,0.00,898,0.21,198,13.68,14.70,14.84,9.38
158070,32.47,2.35,0.00,1.22,3.08,-8.13,6.53,0.00,82,1.55,17.00,0.00,907,0.20,198,13.76,14.70,14.84,9.38
158388,33.04,2.35,0.00,1.22,3.24,-8.27,6.53,0.00,82,1.53,16.50,0.00,917,0.22,198,13.68,14.70,14.84,9.38
158707,33.71,2.35,0.00,1.22,3.17,-8.27,6.38,0.00,82,1.56,15.50,0.00,912,0.21,198,13.76,14.59,14.84,9.38
159026,32.19,2.35,0.00,1.22,3.15,-8.27,6.38,0.00,82,1.57,16.50,0.00,908,0.21,198,13.76,14.59,14.84,9.38
159345,33.51,2.35,0.00,1.22,3.24,-8.27,6.38,0.00,82,1.51,16.50,0.00,887,0.21,198,13.68,14.59,14.84,9.38
159663,32.32,2.35,0.00,1.22,3.04,-8.13,6.53,0.00,82,1.54,17.00,0.00,901,0.20,198,13.76,14.59,14.84,9.38
159982,32.17,2.35,0.00,1.22,3.13,-8.13,6.53,0.00,82,1.51,17.00,0.00,908,0.21,198,13.68,14.70,14.84,9.38
160302,32.92,2.35,0.00,1.22,3.13,-8.27,6.53,0.00,82,1.55,16.00,0.00,906,0.21,199,13.76,14.70,14.84,9.38
160620,31.16,2.35,0.00,1.22,3.08,-8.13,6.53,0.00,82,1.57,16.50,0.00,906,0.20,199,13.84,14.70,14.84,9.38
160939,33.44,2.35,0.00,1.22,3.24,-8.27,6.38,0.00,82,1.55,17.00,0.00,897,0.21,199,13.68,14.70,14.84,9.38
161258,32.96,2.35,0.00,1.22,3.08,-8.27,6.38,0.00,82,1.56,17.00,0.00,913,0.20,199,13.76,14.70,14.84,9.38
161577,32.16,2.35,0.00,1.22,3.19,-8.27,6.38,0.00,82,1.54,16.50,0.00,920,0.21,199,13.76,14.70,14.84,9.38
161896,34.04,2.35,0.00,1.20,3.19,-8.27,6.38,0.00,82,1.53,16.50,0.00,897,0.21,199,13.68,14.70,14.84,9.38
162214,31.74,2.35,0.00,1.22,3.13,-8.13,6.53,0.00,82,1.54,17.00,0.00,892,0.21,199,13.76,14.70,14.84,9.38
162533,33.02,2.35,0.00,1.22,3.21,-8.13,6.53,0.00,82,1.49,17.50,0.00,876,0.22,199,13.68,14.70,14.84,9.38
162851,32.96,2.35,0.00,1.22,3.13,-8.13,6.53,0.00,82,1.54,16.50,0.00,901,0.21,199,13.76,14.70,14.84,9.38
163170,31.90,2.35,0.00,1.22,3.13,-8.13,6.53,0.00,82,1.53,16.50,0.00,916,0.21,199,13.60,14.70,14.84,9.38
163489,33.63,2.35,0.00,1.22,3.17,-8.27,6.38,0.00,82,1.55,15.50,0.00,909,0.21,199,13.76,14.70,14.84,9.38
163809,31.75,2.35,0.00,1.22,3.10,-8.27,6.38,0.00,82,1.57,16.50,0.00,910,0.20,199,13.76,14.70,14.84,9.38
164126,33.84,2.35,0.00,1.22,3.28,-8.27,6.38,0.00,82,1.54,16.00,0.00,893,0.21,199,13.60,14.59,14.84,9.38
164445,32.60,2.35,0.00,1.22,3.10,-8.13,6.53,0.00,82,1.52,17.00,0.00,890,0.21,199,13.76,14.59,14.84,9.38
164763,32.50,2.35,0.00,1.22,3.17,-8.13,6.53,0.00,82,1.52,16.50,0.00,908,0.22,199,13.68,14.70,14.84,9.38
165082,33.92,2.35,0.00,1.22,3.19,-8.27,6.53,0.00,82,1.54,16.00,0.00,904,0.21,199,13.76,14.70,14.84,9.38
165400,31.21,2.35,0.00,1.22,3.13,-8.13,6.53,0.00,82,1.57,16.50,0.00,906,0.21,199,13.76,14.70,14.84,9.38
165719,32.65,2.35,0.00,1.22,3.26,-8.13,6.53,0.00,82,1.53,16.50,0.00,898,0.21,199,13.68,14.70,14.84,9.38
166037,31.85,2.35,0.00,1.22,3.06,-8.13,6.53,0.00,82,1.55,17.00,0.00,907,0.20,199,13.76,14.70,14.84,9.38
166356,31.76,2.35,0.00,1.22,3.10,-8.27,6.53,0.00,82,1.52,17.00,0.00,913,0.21,199,13.76,14.70,14.84,8.59
166675,34.09,2.35,0.00,1.22,3.19,-8.27,6.53,0.00,82,1.53,16.50,0.00,897,0.22,199,13.76,14.59,14.84,8.59
166994,31.28,2.35,0.00,1.22,3.13,-8.13,6.53,0.00,82,1.56,16.50,0.00,904,0.21,199,13.76,14.70,14.84,8.59
167313,31.81,2.35,0.00,1.22,3.19,-8.13,6.53,0.00,82,1.54,16.00,0.00,901,0.21,199,13.68,14.70,14.84,8.59
167632,32.07,2.35,0.00,1.20,3.04,-8.27,6.38,0.00,82,1.55,17.00,0.00,910,0.20,199,13.76,14.70,14.84,8.59
167951,32.14,2.35,0.00,1.22,3.13,-8.13,6.53,0.00,82,1.50,17.00,0.00,905,0.21,199,13.76,14.59,14.84,8.59
168269,33.80,2.35,0.00,1.22,3.17,-8.13,6.53,0.00,82,1.53,16.50,0.00,894,0.22,199,13.76,14.59,14.84,8.59
168586,32.12,2.35,0.00,1.22,3.13,-8.13,6.53,0.00,82,1.56,16.50,0.00,899,0.21,199,13.68,14.70,14.84,8.59
168905,31.63,2.35,0.00,1.22,3.24,-8.13,6.53,0.00,82,1.52,16.50,0.00,892,0.21,199,13.68,14.70,14.84,8.59
169223,32.17,2.35,0.00,1.22,3.06,-8.13,6.53,0.00,82,1.54,17.00,0.00,903,0.20,199,13.76,14.70,14.84,8.59
169542,31.49,2.35,0.00,1.22,3.08,-8.13,6.53,0.00,82,1.56,16.50,0.00,913,0.21,199,13.68,14.70,14.84,9.38
169860,33.44,2.35,0.00,1.22,3.19,-8.27,6.53,0.00,82,1.54,15.50,0.00,902,0.21,199,13.76,14.70,14.84,9.38
170179,31.44,2.35,0.00,1.22,3.08,-8.13,6.53,0.00,82,1.55,16.50,0.00,902,0.21,199,13.76,14.70,14.84,9.38
170498,32.89,2.35,0.00,1.22,3.28,-8.13,6.53,0.00,82,1.53,16.50,0.00,898,0.21,199,13.68,14.70,14.84,9.38
170817,32.97,2.35,0.00,1.22,3.10,-8.13,6.53,0.00,82,1.53,18.00,0.00,890,0.21,201,13.68,14.70,14.84,9.38
171136,31.66,2.35,0.00,1.22,3.10,-8.13,6.53,0.00,82,1.53,16.50,0.00,916,0.21,201,13.68,14.70,14.84,9.38
171455,32.99,2.35,0.00,1.22,3.17,-8.27,6.53,0.00,82,1.55,15.50,0.00,908,0.21,201,13.76,14.70,14.84,9.38
171774,31.32,2.35,0.00,1.22,3.15,-8.13,6.53,0.00,82,1.57,16.50,0.00,906,0.21,201,13.76,14.70,14.84,9.38
172092,31.81,2.35,0.00,1.22,3.19,-8.27,6.53,0.00,82,1.55,16.50,0.00,903,0.21,201,13.68,14.59,14.84,8.59
172411,32.54,2.35,0.00,1.20,3.06,-8.27,6.38,0.00,82,1.54,17.00,0.00,904,0.20,201,13.76,14.70,14.84,9.38
172730,32.11,2.35,0.00,1.24,3.24,-8.13,6.53,0.00,82,1.52,17.00,0.00,911,0.21,201,13.76,14.59,14.84,8.59
173049,32.83,2.35,0.00,1.20,3.17,-8.27,6.53,0.00,82,1.54,16.50,0.00,904,0.20,201,13.76,14.70,14.84,8.59
173368,30.82,2.35,0.00,1.22,3.08,-8.13,6.53,0.00,82,1.58,16.50,0.00,924,0.20,201,13.68,14.70,14.84,9.38
173686,32.00,2.35,0.00,1.22,3.17,-8.27,6.53,0.00,82,1.53,16.00,0.00,891,0.21,201,13.60,14.70,14.84,8.59
174005,32.61,2.35,0.00,1.22,3.08,-8.13,6.53,0.00,82,1.52,18.00,0.00,891,0.21,201,13.76,14.70,14.84,9.38
174324,31.81,2.35,0.00,1.22,3.08,-8.13,6.53,0.00,82,1.51,17.00,0.00,904,0.21,201,13.76,14.70,14.84,9.38
174643,33.33,2.35,0.00,1.22,3.17,-8.13,6.53,0.00,82,1.53,16.00,0.00,897,0.22,201,13.76,14.70,14.84,9.38
174962,31.45,2.35,0.00,1.20,3.06,-8.13,6.53,0.00,82,1.55,16.50,0.00,896,0.21,201,13.76,14.70,14.84,9.38
175281,32.14,2.75,0.00,1.24,3.26,-8.13,6.53,0.00,82,1.51,17.00,0.00,884,0.22,201,13.68,14.70,14.84,9.38
