Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction (4-byte)* (degrees),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Manifold Relative Pressure (psi),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Opening Angle (%),Volumetric Efficiency 2.5L (Calculated) (%)
17851,25.00,0.00,15.73,13.60,190,0.29,998,0.00,12.50,1.72,104,0.00,7.69,-6.96,4.93,1.38,0.00,4.31,40.35
18171,25.00,0.00,15.50,13.68,190,0.31,988,0.00,13.00,1.69,104,0.00,7.55,-7.11,7.64,1.40,0.00,4.31,42.73
18489,25.00,0.00,15.50,13.76,190,0.29,1010,0.00,14.00,1.71,104,0.00,7.55,-7.25,4.87,1.38,0.00,4.31,40.67
18808,25.00,0.00,15.50,13.68,190,0.28,1024,0.00,14.00,1.77,104,0.00,7.25,-7.40,4.72,1.36,0.00,4.31,39.68
19126,25.00,0.00,15.39,13.68,190,0.28,1013,0.00,14.50,1.73,104,0.00,7.11,-7.55,4.90,1.38,0.00,4.31,43.32
19446,25.00,0.00,15.50,13.68,190,0.27,1024,0.00,14.50,1.75,104,0.00,6.96,-7.69,4.66,1.38,0.00,3.92,39.16
19764,25.00,0.00,15.50,13.68,189,0.27,1030,0.00,16.00,1.76,104,0.00,6.96,-7.69,4.58,1.36,0.00,3.92,40.03
20084,25.00,0.00,15.39,13.68,189,0.26,1026,0.00,16.50,1.75,104,0.00,6.82,-7.84,4.38,1.34,0.00,3.92,40.58
20402,25.00,0.00,15.39,13.76,189,0.27,993,0.00,17.00,1.71,104,0.00,6.82,-7.84,4.44,1.34,0.00,3.92,40.21
20721,25.00,0.00,15.39,13.68,189,0.26,993,0.00,18.00,1.69,104,0.00,6.82,-7.84,4.19,1.32,0.00,3.53,39.54
21040,25.00,0.00,15.39,13.68,189,0.25,984,0.00,18.50,1.67,104,0.00,6.82,-7.84,4.25,1.32,0.00,3.53,39.96
21358,25.00,0.00,15.50,13.60,189,0.26,970,0.00,17.50,1.66,104,0.00,6.82,-7.98,4.16,1.32,0.00,3.53,37.29
21678,25.00,0.00,15.50,13.68,189,0.25,982,0.00,17.00,1.70,104,0.00,6.82,-7.84,4.00,1.30,0.00,3.53,37.43
21996,25.00,0.00,15.50,13.68,189,0.24,981,0.00,16.50,1.67,104,0.00,6.67,-7.98,3.95,1.30,0.00,3.53,38.43
22315,25.00,0.00,15.50,13.60,189,0.25,962,0.00,19.00,1.64,104,0.00,6.67,-7.98,3.92,1.30,0.00,3.53,38.75
22634,25.00,0.00,15.39,13.52,189,0.24,949,0.00,17.50,1.61,104,0.00,6.67,-7.84,3.95,1.28,0.00,3.14,39.37
22954,25.00,0.00,15.50,13.52,189,0.25,943,0.00,18.50,1.57,106,0.00,6.67,-7.98,3.79,1.28,0.00,3.14,37.71
23273,25.00,0.00,15.50,13.52,189,0.24,934,0.00,17.50,1.59,106,0.00,6.82,-7.84,3.82,1.26,0.00,3.14,38.02
23591,25.00,0.00,15.62,13.60,189,0.25,930,0.00,19.50,1.59,106,0.00,6.82,-7.84,3.82,1.28,0.00,3.14,38.54
23909,25.00,0.00,15.62,13.68,189,0.25,917,0.00,17.50,1.57,106,0.00,6.82,-7.84,3.77,1.28,0.00,3.14,38.32
24228,25.00,0.00,15.62,13.68,189,0.25,909,0.00,18.50,1.56,106,0.00,6.82,-7.84,3.72,1.28,0.00,3.14,37.77
24548,25.00,0.00,15.62,13.60,189,0.25,882,0.00,18.50,1.51,106,0.00,6.82,-7.84,3.82,1.28,0.00,3.14,38.83
24866,25.00,0.00,15.62,13.68,189,0.25,887,0.00,20.00,1.50,106,0.00,6.82,-7.69,3.64,1.28,0.00,3.14,38.70
25185,25.00,0.00,15.85,13.68,189,0.26,868,0.00,20.50,1.48,106,0.00,6.96,-7.69,3.67,1.28,0.00,3.14,37.92
25503,25.00,0.00,15.85,13.76,189,0.27,837,0.00,21.00,1.43,106,0.00,7.11,-7.55,3.90,1.28,0.00,3.53,40.24
25823,25.00,0.00,16.08,13.76,189,0.28,840,0.00,19.50,1.43,106,0.00,7.25,-7.25,3.85,1.28,0.00,3.53,41.02
26141,25.00,0.00,16.31,13.68,189,0.29,820,0.00,21.50,1.41,106,0.00,7.55,-7.11,3.92,1.30,0.00,3.53,40.61
26460,25.00,0.00,16.42,13.68,189,0.29,830,0.00,18.50,1.42,106,0.00,7.69,-6.82,4.06,1.32,0.00,3.92,38.82
26778,25.00,0.00,16.54,13.68,189,0.32,838,0.00,17.50,1.38,106,0.00,7.98,-6.67,4.27,1.34,0.00,3.92,40.09
27099,25.00,0.00,16.54,13.52,189,0.32,834,0.00,16.00,1.42,106,0.00,7.98,-6.67,4.49,1.34,0.00,3.92,41.11
27416,25.00,0.00,16.54,13.76,189,0.30,874,0.00,16.00,1.50,106,0.00,7.98,-6.67,4.49,1.34,0.00,3.92,40.79
27735,25.00,0.00,16.54,13.68,190,0.31,872,0.00,16.50,1.49,106,0.00,7.84,-6.82,4.47,1.36,0.00,3.92,41.00
28055,25.00,0.00,16.31,13.76,190,0.32,900,0.00,14.50,1.73,106,0.00,7.98,-6.67,4.87,1.38,0.00,4.31,41.89
28373,25.00,0.00,16.19,13.60,190,0.29,945,0.00,13.50,1.61,106,0.00,7.84,-6.82,4.60,1.36,0.00,3.92,40.07
28692,25.00,0.00,15.96,13.60,190,0.30,944,0.00,13.00,1.61,106,0.00,7.69,-7.11,4.72,1.36,0.00,3.92,40.68
29010,25.00,0.00,15.73,13.68,190,0.29,958,0.00,14.50,1.66,106,0.00,7.55,-7.11,4.63,1.36,0.00,4.31,40.29
29329,25.00,0.00,15.73,13.76,190,0.29,968,0.00,12.50,1.68,106,0.00,7.40,-7.25,4.78,1.36,0.00,3.92,41.14
29648,25.00,0.00,15.62,13.60,190,0.28,999,0.00,14.00,1.70,106,0.00,7.40,-7.25,4.55,1.36,0.00,3.92,39.13
29967,25.00,0.00,15.62,13.68,190,0.28,975,0.00,14.50,1.66,106,0.00,7.25,-7.40,4.63,1.34,0.00,3.92,41.58
30286,25.00,0.00,15.62,13.68,190,0.28,986,0.00,15.00,1.68,106,0.00,7.25,-7.55,4.66,1.36,0.00,3.92,39.20
30605,25.00,0.00,15.50,13.68,190,0.26,997,0.00,15.00,1.71,106,0.00,6.96,-7.69,4.38,1.34,0.00,3.92,39.52
30924,25.00,0.00,15.39,13.68,190,0.28,978,0.00,16.00,1.67,106,0.00,6.96,-7.69,4.52,1.36,0.00,3.92,42.05
31242,25.00,0.00,15.50,13.68,190,0.26,1002,0.00,16.00,1.67,106,0.00,6.96,-7.69,4.25,1.34,0.00,3.92,38.47
31561,25.00,0.00,15.50,13.68,190,0.25,1000,0.00,16.50,1.71,106,0.00,6.82,-7.84,4.22,1.32,0.00,3.53,39.81
31880,25.00,0.00,15.39,13.68,190,0.27,965,0.00,17.00,1.67,106,0.00,6.82,-7.84,4.33,1.34,0.00,3.53,40.54
32199,25.00,0.00,15.50,13.68,190,0.26,982,0.00,17.00,1.68,106,0.00,6.82,-7.84,4.16,1.32,0.00,3.53,39.30
32518,25.00,0.00,15.39,13.68,190,0.25,965,0.00,17.00,1.64,106,0.00,6.82,-7.84,4.19,1.30,0.00,3.53,40.35
32837,25.00,0.00,15.39,13.68,190,0.25,972,0.00,17.50,1.62,106,0.00,6.82,-7.84,4.06,1.30,0.00,3.53,38.00
33155,25.00,0.00,15.50,13.68,190,0.24,954,0.00,17.50,1.63,106,0.00,6.82,-7.84,3.92,1.30,0.00,3.53,38.45
33474,25.00,0.00,15.50,13.68,190,0.25,940,0.00,18.00,1.60,106,0.00,6.82,-7.84,4.00,1.30,0.00,3.53,37.45
33793,25.00,0.00,15.50,13.68,190,0.24,936,0.00,19.00,1.60,106,0.00,6.82,-7.84,3.84,1.28,0.00,3.53,38.65
34111,25.00,0.00,15.50,13.60,190,0.25,928,0.00,17.00,1.58,104,0.00,6.82,-7.84,3.92,1.30,0.00,3.14,36.56
34429,25.00,0.00,15.50,13.68,190,0.24,930,0.00,19.00,1.59,104,0.00,6.82,-7.84,3.74,1.28,0.00,3.14,37.70
34748,25.00,0.00,15.62,13.68,192,0.26,927,0.00,18.00,1.55,104,0.00,6.82,-7.84,3.95,1.30,0.00,3.14,37.51
35065,25.00,0.00,15.62,13.76,192,0.24,923,0.00,18.50,1.57,104,0.00,6.82,-7.84,3.82,1.26,0.00,3.14,38.48
35384,25.00,0.00,15.62,13.68,192,0.25,900,0.00,20.00,1.54,104,0.00,6.82,-7.84,3.74,1.28,0.00,3.14,38.51
35703,25.00,0.00,15.62,13.76,192,0.25,888,0.00,17.50,1.54,104,0.00,6.96,-7.69,3.85,1.28,0.00,3.14,38.17
36022,25.00,0.00,15.73,13.68,192,0.25,891,0.00,19.00,1.52,104,0.00,6.96,-7.69,3.72,1.26,0.00,3.14,37.94
36342,25.00,0.00,15.85,13.76,192,0.27,887,0.00,18.00,1.47,104,0.00,6.96,-7.69,3.77,1.30,0.00,3.53,38.31
36659,25.00,0.00,15.85,13.60,192,0.27,854,0.00,18.50,1.48,104,0.00,7.11,-7.55,3.87,1.30,0.00,3.53,39.43
36979,25.00,0.00,15.96,13.68,192,0.26,862,0.00,19.50,1.47,104,0.00,7.11,-7.40,3.79,1.28,0.00,3.53,39.52
37297,25.00,0.00,16.08,13.68,192,0.28,848,0.00,19.00,1.45,104,0.00,7.25,-7.25,3.98,1.30,0.00,3.53,39.73
37617,25.00,0.00,16.08,13.68,192,0.30,829,0.00,20.00,1.41,104,0.00,7.55,-7.11,4.22,1.32,0.00,3.92,39.41
37935,25.00,0.00,16.31,13.68,192,0.31,810,0.00,19.00,1.41,104,0.00,7.69,-6.82,4.22,1.32,0.00,3.92,41.70
38255,25.00,0.00,16.42,13.60,192,0.29,859,0.00,17.50,1.47,104,0.00,7.84,-6.82,4.19,1.32,0.00,3.92,40.36
38573,25.00,0.00,16.42,13.68,192,0.31,862,0.00,17.00,1.47,104,0.00,7.84,-6.82,4.36,1.34,0.00,3.92,40.43
38891,25.00,0.00,16.42,13.60,192,0.33,864,0.00,17.00,1.44,104,0.00,8.13,-6.53,4.78,1.38,0.00,4.31,41.13
39210,25.00,0.00,16.42,13.68,192,0.31,906,0.00,14.00,1.74,104,0.00,8.13,-6.53,4.78,1.36,0.00,4.31,41.70
39529,25.00,0.00,16.31,13.68,192,0.30,936,0.00,13.00,1.60,104,0.00,7.98,-6.82,4.64,1.38,0.00,4.31,39.37
39848,25.00,0.00,15.96,13.76,192,0.30,946,0.00,11.50,1.61,104,0.00,7.69,-6.96,4.63,1.36,0.00,4.31,40.59
40167,25.00,0.00,15.85,13.68,192,0.30,953,0.00,14.00,1.63,104,0.00,7.55,-6.96,4.66,1.38,0.00,4.31,40.56
40486,25.00,0.00,15.73,13.68,192,0.29,952,0.00,13.00,1.62,104,0.00,7.55,-7.11,4.75,1.36,0.00,4.31,42.10
40805,25.00,0.00,15.73,13.60,192,0.29,993,0.00,12.50,1.65,104,0.00,7.55,-7.25,4.63,1.36,0.00,3.92,39.00
41123,25.00,0.00,15.62,13.76,192,0.28,985,0.00,15.00,1.68,104,0.00,7.25,-7.40,4.58,1.36,0.00,3.92,40.39
41442,25.00,0.00,15.62,13.60,192,0.29,954,0.00,15.50,1.65,104,0.00,7.25,-7.40,4.72,1.36,0.00,3.92,41.62
41761,25.00,0.00,15.62,13.68,192,0.28,985,0.00,15.00,1.70,104,0.00,7.25,-7.40,4.52,1.36,0.00,3.92,39.02
42080,25.00,0.00,15.50,13.60,192,0.27,979,0.00,15.50,1.66,104,0.00,6.96,-7.55,4.49,1.34,0.00,3.92,41.69
42399,25.00,0.00,15.50,13.68,194,0.28,986,0.00,16.50,1.68,104,0.00,7.11,-7.55,4.60,1.36,0.00,3.92,39.87
42717,25.00,0.00,15.50,13.60,194,0.27,985,0.00,17.00,1.71,104,0.00,6.96,-7.69,4.30,1.32,0.00,3.92,39.13
43035,25.00,0.00,15.39,13.68,194,0.27,987,0.00,16.50,1.68,104,0.00,6.82,-7.84,4.36,1.34,0.00,3.53,41.68
43354,25.00,0.00,15.39,13.68,194,0.26,1010,0.00,16.00,1.69,104,0.00,6.82,-7.84,4.22,1.32,0.00,3.53,38.69
43673,25.00,0.00,15.39,13.68,194,0.25,988,0.00,17.00,1.69,104,0.00,6.82,-7.84,4.08,1.32,0.00,3.53,38.64
43991,25.00,0.00,15.39,13.52,194,0.25,967,0.00,17.50,1.66,104,0.00,6.82,-7.84,4.19,1.32,0.00,3.53,39.07
44310,25.00,0.00,15.39,13.68,194,0.25,970,0.00,17.00,1.67,104,0.00,6.82,-7.84,3.98,1.30,0.00,3.53,37.46
44628,25.00,0.00,15.50,13.68,194,0.25,967,0.00,17.00,1.65,104,0.00,6.82,-7.84,3.98,1.30,0.00,3.53,38.99
44946,25.00,0.00,15.50,13.60,194,0.25,951,0.00,17.50,1.62,104,0.00,6.67,-7.84,3.90,1.30,0.00,3.53,37.55
45265,25.00,0.00,15.39,13.60,194,0.24,944,0.00,17.50,1.61,104,0.00,6.82,-7.84,3.95,1.28,0.00,3.53,39.07
45583,25.00,0.00,15.50,13.52,194,0.25,951,0.00,18.50,1.62,104,0.00,6.82,-7.84,3.85,1.28,0.00,3.14,37.70
45902,25.00,0.00,15.50,13.60,194,0.24,938,0.00,17.00,1.60,102,0.00,6.82,-7.84,3.85,1.28,0.00,3.14,38.62
46221,25.00,0.00,15.50,13.60,194,0.25,936,0.00,17.50,1.60,102,0.00,6.82,-7.84,3.77,1.28,0.00,3.14,37.00
46540,25.00,0.00,15.50,13.60,194,0.25,918,0.00,17.00,1.57,102,0.00,6.82,-7.84,3.77,1.28,0.00,3.14,38.50
46859,25.00,0.00,15.62,13.68,194,0.25,896,0.00,19.00,1.55,102,0.00,6.82,-7.84,3.72,1.28,0.00,3.14,37.19
47177,25.00,0.00,15.62,13.60,194,0.26,870,0.00,19.50,1.48,102,0.00,6.96,-7.69,3.82,1.28,0.00,3.14,38.23
47496,25.00,0.00,15.73,13.60,194,0.25,872,0.00,20.50,1.48,102,0.00,6.96,-7.69,3.77,1.28,0.00,3.14,38.85
47815,25.00,0.00,15.85,13.68,194,0.25,876,0.00,19.00,1.50,102,0.00,7.11,-7.55,3.72,1.28,0.00,3.53,37.02
48133,25.00,0.00,15.96,13.68,194,0.27,857,0.00,18.00,1.46,102,0.00,7.11,-7.55,3.98,1.30,0.00,3.53,38.08
48453,25.00,0.00,15.96,13.60,194,0.27,842,0.00,17.50,1.44,102,0.00,7.25,-7.40,3.85,1.28,0.00,3.53,40.23
48770,25.00,0.00,16.08,13.60,194,0.29,833,0.00,20.00,1.42,102,0.00,7.55,-7.11,4.03,1.30,0.00,3.53,40.60
49089,25.00,0.00,16.31,13.60,194,0.29,850,0.00,19.00,1.45,102,0.00,7.69,-6.96,4.06,1.32,0.00,3.53,38.68
49408,25.00,0.00,16.42,13.68,194,0.31,841,0.00,17.50,1.38,102,0.00,7.84,-6.82,4.36,1.34,0.00,3.92,39.86
49727,25.00,0.00,16.42,13.60,194,0.34,793,0.00,18.50,1.39,102,0.00,7.98,-6.67,4.55,1.36,0.00,3.92,43.23
50046,25.00,0.00,16.42,13.52,194,0.31,831,0.00,18.50,1.60,102,0.00,8.27,-6.38,4.52,1.34,0.00,3.92,41.50
50364,25.00,0.00,16.54,13.60,194,0.30,876,0.00,15.00,1.52,102,0.00,8.13,-6.53,4.36,1.34,0.00,4.31,38.14
50684,25.00,0.00,16.31,13.68,194,0.33,889,0.00,15.00,1.71,102,0.00,7.98,-6.67,4.93,1.40,0.00,4.31,41.59
51002,25.00,0.00,16.19,13.68,196,0.31,929,0.00,13.50,1.78,102,0.00,7.98,-6.67,4.81,1.38,0.00,4.31,41.63
51321,25.00,0.00,16.08,13.60,196,0.30,946,0.00,13.00,1.58,102,0.00,7.84,-6.82,4.78,1.38,0.00,4.31,39.49
51640,25.00,0.00,15.73,13.60,196,0.31,925,0.00,17.00,1.60,102,0.00,7.69,-6.96,4.72,1.36,0.00,4.31,42.89
51959,25.00,0.00,15.85,13.68,196,0.30,963,0.00,13.00,1.64,102,0.00,7.69,-6.96,4.90,1.38,0.00,4.31,39.47
52278,25.00,0.00,15.73,13.60,196,0.29,982,0.00,15.00,1.68,102,0.00,7.55,-7.11,4.75,1.36,0.00,4.31,40.08
52598,25.00,0.00,15.73,13.68,196,0.29,975,0.00,13.00,1.68,102,0.00,7.40,-7.25,4.78,1.38,0.00,3.92,40.50
52915,25.00,0.00,15.50,13.60,196,0.29,1002,0.00,15.50,1.71,102,0.00,7.40,-7.25,4.72,1.38,0.00,4.31,40.41
53234,25.00,0.00,15.50,13.68,196,0.27,1008,0.00,15.00,1.71,102,0.00,7.25,-7.40,4.49,1.34,0.00,3.92,40.12
53554,25.00,0.00,15.50,13.68,196,0.28,987,0.00,15.00,1.71,102,0.00,6.96,-7.69,4.63,1.36,0.00,3.92,41.02
53873,25.00,0.00,15.50,13.68,196,0.27,1020,0.00,15.50,1.74,102,0.00,6.96,-7.55,4.49,1.34,0.00,3.92,39.83
54191,25.00,0.00,15.50,13.76,196,0.25,1023,0.00,16.00,1.75,102,0.00,6.82,-7.84,4.30,1.34,0.00,3.92,39.10
54510,25.00,0.00,15.27,13.68,196,0.27,989,0.00,16.50,1.71,102,0.00,6.82,-7.84,4.49,1.34,0.00,3.92,40.85
54828,25.00,0.00,15.39,13.68,196,0.26,1006,0.00,17.00,1.68,102,0.00,6.82,-7.84,4.27,1.32,0.00,3.53,39.20
55148,25.00,0.00,15.27,13.68,196,0.25,990,0.00,18.00,1.69,102,0.00,6.82,-7.84,4.14,1.32,0.00,3.53,39.99
55467,25.00,0.00,15.27,13.60,196,0.26,967,0.00,17.50,1.68,102,0.00,6.82,-7.84,4.19,1.32,0.00,3.53,38.96
55785,25.00,0.00,15.39,13.60,196,0.24,982,0.00,17.00,1.69,102,0.00,6.67,-7.98,4.00,1.30,0.00,3.53,37.74
56104,25.00,0.00,15.39,13.68,196,0.24,973,0.00,17.00,1.66,102,0.00,6.67,-7.98,4.06,1.30,0.00,3.53,39.73
56423,25.00,0.00,15.39,13.68,196,0.25,976,0.00,17.50,1.62,102,0.00,6.67,-7.98,3.90,1.30,0.00,3.53,37.65
56742,25.00,0.00,15.39,13.68,196,0.24,944,0.00,20.00,1.61,102,0.00,6.67,-7.98,3.79,1.28,0.00,3.14,39.39
57060,25.00,0.00,15.50,13.60,196,0.24,944,0.00,17.50,1.61,102,0.00,6.67,-7.98,3.85,1.30,0.00,3.14,36.88
57378,25.00,0.00,15.39,13.60,196,0.23,942,0.00,18.50,1.61,102,0.00,6.67,-7.98,3.70,1.28,0.00,3.14,37.72
